0,2,4,5,8,9,13,14,19,20,21,24,26,27,28,32
2,3,4,5,8,13,14,15,19,20,21,22,25,26,27,28,30,32
3,4,5,8,9,11,13,14,15,19,20,21,24,26,28
2,3,4,5,7,8,13,14,15,19,20,21,25,26,27,28,30,32
1,2,3,4,5,6,7,8,9,11,13,14,15,19,20,21,22,23,24,25,26,27,28,30,31,32
2,4,5,7,8,13,14,15,19,20,21,23,24,25,26,27,28,30,32
4,5,13,14,19,20,21,24,26,27
2,3,4,5,7,8,13,14,19,20,21,23,25,26,27,28,32
1,2,3,4,5,6,7,8,9,11,13,14,15,19,20,21,23,24,25,26,27,28,30,32
1,2,3,4,5,6,7,8,9,11,13,14,15,19,20,21,22,23,24,25,26,27,28,30,32
4,5,8,11,13,14,19,20,21,25,26,27,28
4,5,7,11,13,14,19,20,21,27,28,30,32
2,3,4,5,6,8,9,11,13,14,19,20,21,24,25,26,27,28,30,32
3,4,5,7,13,14,19,20,21,25,27,28,30,32
14,19,20,21,32
4,13,14,19,20,21,26,27,28
3,4,5,7,8,13,14,19,20,21,22,25,26,27,28,30,32
2,3,4,5,6,7,8,9,11,13,14,15,19,20,21,22,23,24,25,26,27,28,29,30,32
1,2,3,4,5,6,7,8,11,13,14,15,19,20,21,22,23,24,25,26,27,28,29,30,32
4,13,14,19,20,21,26,27,28,32
2,4,5,7,8,13,14,15,19,20,21,23,24,25,26,27,28,30,32
1,3,4,5,6,7,8,9,11,13,14,19,20,21,25,26,27,28,30,32
3,4,5,6,8,9,11,13,14,15,19,20,21,23,24,25,26,27,28,32
2,3,4,5,6,7,8,9,11,13,14,15,19,20,21,23,24,25,26,27,28,30,32
1,2,3,4,5,6,7,8,9,11,13,14,15,19,20,21,23,24,25,26,27,28,29,30,32
4,5,8,11,14,19,20,21,23,27,30,32
4,5,8,11,13,14,15,19,20,21,25,26,28,32
4,5,13,14,19,20,21,23,24,26,27,28
4,5,7,13,14,19,20,21,27,28,32
3,4,5,8,13,14,19,20,21,25,26,27,28,32
2,3,4,5,8,13,14,15,19,20,21,22,25,26,27,28,30,32
3,4,5,7,13,14,19,20,21,25,27,28,30,32
4,5,7,9,13,14,19,20,21,25,26,27,28,30,32
1,2,3,4,5,6,7,8,11,13,14,15,19,20,21,22,23,24,25,26,27,28,30,32
2,4,5,13,14,19,20,21,24,26,27,30,32
1,3,4,5,6,7,8,9,11,13,14,19,20,21,25,26,27,28,30,32
2,3,4,5,13,14,19,20,21,25,26,27,28,32
1,2,3,4,5,6,7,8,9,11,12,13,14,15,19,20,21,22,23,24,25,26,27,28,29,30,32
2,4,5,13,14,19,20,21,24,26,27,30,32
4,5,8,11,13,14,19,20,21,25,26,27,28
2,3,4,5,8,13,14,15,19,20,21,24,25,26,27,28,30,32
21
1,3,4,5,6,7,8,9,11,12,13,14,15,16,19,20,21,23,24,25,26,27,28,30,32
21,26
1,2,3,4,5,6,7,8,11,13,14,15,19,20,21,22,23,24,25,26,27,28,30,32
2,3,4,5,6,8,9,11,13,14,19,20,21,24,25,26,27,28,30,32
4,5,8,9,11,13,14,19,20,21,24,26,30
1,2,3,4,5,8,11,13,14,19,20,21,23,24,25,26,27,28,30,32
3,4,5,6,8,11,13,14,15,19,20,21,24,26,27,28,32
1,2,3,4,5,6,7,8,11,13,14,15,19,20,21,22,23,24,25,26,27,28,29,30,32
